,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,CLOSEST_CIRCLE_DIST,CLOSEST_CIRCLE_INDEX
55198,-122.35605859211012,47.62458061907178,55199,69685,69685,2791526,Matched,Block,,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,,,1,Property Damage Only Collision,Sideswipe,6,0,0,2,0,0,0,2007-07-22T00:00:00.000Z,7/22/2007 11:13:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,7203012.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,393.8794275901731,663
29514,-122.35402605480931,47.61664271129944,29515,43223,43223,1059758,Matched,Block,,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,2005-10-03T00:00:00.000Z,10/3/2005,Mid-Block (but intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,5276028.0,,16,From same direction - one right turn - one straight,0,0,N,1090.2805385038616,663
133647,-122.33355605595274,47.610149836821975,133648,149147,149167,E228881,Matched,Intersection,29912.0,6TH AVE AND UNION ST, ,,3,Fatality Collision,Pedestrian,0,1,0,1,0,0,1,2013-02-26T00:00:00.000Z,2/26/2013 11:17:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,2,Vehicle turning left hits pedestrian,0,521713,N,590.8991960684107,185
16517,-122.35055543586664,47.64688218825167,15518,28917,28917,1213349,Matched,Block,,FLORENTIA ST BETWEEN NICKERSON ST AND FREMONT BR,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2004-03-17T00:00:00.000Z,3/17/2004 11:13:00 PM,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,4077002.0,,32,One parked--one moving,0,0,N,275.9086761649843,962
157218,-122.30992562658993,47.62965447539413,157219,192226,192306,3732395,Matched,Block,,17TH AVE E BETWEEN E PROSPECT ST AND E HIGHLAND DR, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2015-04-10T00:00:00.000Z,4/10/2015 8:00:00 AM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,Y,146.59316089522767,964
157948,-122.36097069441195,47.571458943427345,157949,193198,193278,E422442,Matched,Block,,WEST SEATTLE BR EB BETWEEN DELRIDGE-W SEATTLE BR EB ON RP AND 26TH AV SW ON RP, ,,2,Injury Collision,Rear Ended,0,0,0,2,1,0,0,2015-05-07T00:00:00.000Z,5/7/2015 6:56:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,1009.1840572480852,9
174922,-122.37617688785484,47.644769612025385,175923,227869,228209,2804440,Matched,Intersection,27884.0,15TH AVE W AND W ARMOUR ST, ,,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2016-09-30T00:00:00.000Z,9/30/2016 3:45:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N,349.079553829001,292
58746,-122.34888153260955,47.62398737665761,58747,73192,73192,C685857,Matched,Block,,4TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2007-04-12T00:00:00.000Z,4/12/2007 3:00:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,7102034.0,,32,One parked--one moving,0,0,N,273.75399481247797,422
152608,-122.30789978742371,47.571923981476544,150609,178721,178762,3583370,Matched,Block,,S SPOKANE ST BETWEEN BEACON AVE S AND 18TH AVE S, ,,2,Injury Collision,Rear Ended,4,0,0,3,3,0,0,2014-11-03T00:00:00.000Z,11/3/2014 6:00:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Raining,Wet,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,181.16173535970356,783
56025,-122.3997249800474,47.673895322835705,56026,70562,70562,2610146,Matched,Block,,NW 62ND ST BETWEEN 32ND N AVE NW AND 34TH AVE NW,,,2,Injury Collision,Parked Car,4,0,0,4,1,0,0,2007-05-09T00:00:00.000Z,5/9/2007,Mid-Block (not related to intersection),12.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,1,Clear or Partly Cloudy,Dry,Daylight,,7129040.0,Y,32,One parked--one moving,0,0,N,146.49194810213464,37
138497,-122.34214535961193,47.661385296864125,138498,156854,156874,3582137,Matched,Intersection,26794.0,STONE WAY N AND N 45TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2013-10-08T00:00:00.000Z,10/8/2013 6:56:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Overcast,Wet,Dawn,,,,10,Entering at angle,0,0,N,138.98633050972074,630
38674,-122.37663672744905,47.52828518338581,40675,54938,54938,2625258,Matched,Intersection,34685.0,35TH AVE SW AND SW THISTLE ST,,,2,Injury Collision,Left Turn,4,0,0,2,2,0,0,2006-11-18T00:00:00.000Z,11/18/2006 10:50:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,6322037.0,,28,From opposite direction - one left turn - one straight,0,0,N,225.88175101342168,29
170750,-122.33416192705124,47.626166047462085,172751,217901,218181,E535821,Unmatched,Block,,FAIRVIEW AVE N BETWEEN VALLEY UPPER ST AND FAIRVIEW PL N,NEI,"Not Enough Information, or Insufficient Location Information",0,Unknown,,2,0,0,0,0,0,0,2016-04-15T00:00:00.000Z,4/15/2016,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N,763.6377720625774,868
2450,-122.38601903065987,47.53148828915903,3451,17399,17399,1798282,Matched,Block,,SW MONROE ST BETWEEN 41ST AVE SW AND CALIFORNIA AVE SW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2004-08-09T00:00:00.000Z,8/9/2004,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,4222016.0,,32,One parked--one moving,0,0,N,310.647645370435,70
169035,-122.37347567006641,47.57195033131522,170036,214357,214617,E515573,Matched,Intersection,32107.0,FAUNTLEROY WAY SW AND SW SPOKANE ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-02-13T00:00:00.000Z,2/13/2016 1:21:00 PM,At Intersection (but not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Wet,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,301.0046714199214,252
174351,-122.32461718021729,47.708602814645396,175352,222606,222886,3736887,Matched,Block,,NE NORTHGATE WAY BETWEEN 3RD AVE NE AND 5TH AVE NE, ,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-06-30T00:00:00.000Z,6/30/2016 1:06:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,500.2320249068779,662
160908,-122.3833980159162,47.5935043028997,158909,197971,198091,3587954,Matched,Block,,HARBOR AVE SW BETWEEN SW CALIFORNIA PL AND SW MARYLAND PL, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2015-07-17T00:00:00.000Z,7/17/2015 1:55:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,32,One parked--one moving,0,0,Y,1175.6400748849858,180
25054,-122.35663888789165,47.68694119270096,25055,39330,39330,2020507,Matched,Block,,N 80TH ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,,,2,Injury Collision,Rear Ended,5,0,0,2,3,0,0,2005-07-13T00:00:00.000Z,7/13/2005 5:15:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear or Partly Cloudy,Dry,Daylight,,5194047.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,191.52894334170088,160
878,-122.33389883174131,47.60172187976861,879,74100,74100,2825868,Matched,Intersection,30356.0,JAMES ST AND YESLER WAY,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2007-08-29T00:00:00.000Z,8/29/2007 10:25:00 AM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,7241027.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,1198.4912900248337,762
28213,-122.34191176408967,47.697798861989966,28214,42363,42363,C646876,Matched,Intersection,37325.0,STONE AVE N AND N 95TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2005-04-08T00:00:00.000Z,4/8/2005,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Unknown,Daylight,,5098053.0,,20,One car leaving parked position,0,0,N,80.7390808129516,35
99538,-122.37076895086935,47.661833038145524,99539,115712,115712,2897159,Matched,Block,,11TH AVE NW BETWEEN NW 45TH ST AND NW 46TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2010-06-10T00:00:00.000Z,6/10/2010 2:19:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,10161005.0,,32,One parked--one moving,0,0,N,458.9833798398415,206
57279,-122.34608521461273,47.53924765124432,57280,71521,71521,2827155,Matched,Block,,HIGHLAND PARK WAY SW BETWEEN WEST MARGINAL WAY SW AND SW OTHELLO ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2007-08-18T00:00:00.000Z,8/18/2007 12:25:00 PM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear or Partly Cloudy,Dry,Daylight,,7230026.0,Y,50,Fixed object,0,0,N,394.3101702285215,541
177721,-122.2771007513795,47.638024275466385,179722,230433,230833,3771653,Matched,Block,,43RD AVE E BETWEEN E NEWTON ST AND E LYNN ST, ,,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2016-10-07T00:00:00.000Z,10/7/2016 7:00:00 PM,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,Y,223.78156795182423,834
155075,-122.32527077714177,47.60780171335328,156076,191312,191392,3626822,Matched,Block,,TERRY AVE BETWEEN COLUMBIA ST AND MARION ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2015-04-29T00:00:00.000Z,4/29/2015 2:26:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,32,One parked--one moving,0,0,N,305.03319894479006,762
135115,-122.37755155365356,47.665707006471,136116,151993,152013,3551116,Matched,Block,,NW 51ST ST BETWEEN 15TH AVE NW AND 17TH AVE NW, ,,1,Property Damage Only Collision,Other,2,0,0,1,0,0,0,2013-03-22T00:00:00.000Z,3/22/2013 11:45:00 PM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N,564.6115859792372,647
170408,-122.34728591106378,47.668364530045956,172409,219175,219475,3767443,Matched,Block,,AURORA AVE N BETWEEN N 50 UPPER ST AND N 59TH ST, ,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-05-05T00:00:00.000Z,5/5/2016 6:30:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,Y,13,From same direction - both going straight - both moving - rear-end,0,0,N,498.03814576033363,80
178337,-122.38212733473136,47.672366514355204,178338,230257,230657,3762283,Matched,Intersection,25126.0,20TH AVE NW AND NW 60TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-10-18T00:00:00.000Z,10/18/2016 2:52:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,196.3814250651333,171
172064,-122.33420583880823,47.569890284749924,169065,214554,214814,3735107,Matched,Block,,1ST AVE S BETWEEN S SPOKANE SR ST AND S ANDOVER ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-02-26T00:00:00.000Z,2/26/2016 8:43:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,Y,1461.5457309977685,512
79771,-122.32340847910044,47.61464921029066,78772,94055,94055,3199301,Matched,Block,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,,,2,Injury Collision,Other,2,0,0,1,1,0,0,2009-06-28T00:00:00.000Z,6/28/2009 7:06:00 PM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear or Partly Cloudy,Dry,Daylight,,9179003.0,,50,Fixed object,0,0,N,247.31137969417583,55
117804,-122.30009323443208,47.66852504467269,117805,133660,133660,3562012,Matched,Block,,NE 55TH ST BETWEEN 25TH AVE NE AND 26TH AVE NE,,,2,Injury Collision,Other,1,0,0,1,1,0,0,2012-01-27T00:00:00.000Z,1/27/2012 2:31:00 PM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear or Partly Cloudy,Dry,Daylight,,12027027.0,,51,Other object,0,0,N,71.49523874208816,144
18996,-122.28899610995263,47.56704837765759,18997,33223,33223,C657720,Matched,Block,,RAINIER AVE S BETWEEN S ANDOVER ST AND S DAKOTA ST,,,2,Injury Collision,Other,1,0,0,1,1,0,0,2005-10-01T00:00:00.000Z,10/1/2005,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Raining,Wet,Daylight,,5274046.0,,50,Fixed object,0,0,N,235.9564531440801,485
193635,-122.33107859155008,47.62312137805763,195636,277046,277926,E777189,Matched,Block,,REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2018-03-08T00:00:00.000Z,3/8/2018 10:22:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N,451.9037875212005,717
98758,-122.32791541728706,47.61457623127036,98759,112658,112658,3345233,Matched,Block,,MELROSE AVE BETWEEN PIKE ST AND PINE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2010-06-30T00:00:00.000Z,6/30/2010 12:00:00 PM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Other,Unknown,Unknown,,10181025.0,,32,One parked--one moving,0,0,N,195.79563122727623,185
1822,-122.36042454102275,47.53369186272341,2823,16506,16506,3380710,Matched,Intersection,33984.0,DELRIDGE WAY SW AND SW HOLDEN ST, ,,2,Injury Collision,Angles,3,0,0,2,1,0,0,2013-04-04T00:00:00.000Z,4/4/2013 11:46:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N,609.3429728751889,195
202083,-122.34140593782853,47.6613854420301,201894,302591,303831,E839258,Unmatched,Block,,N 45TH ST BETWEEN STONE WAY N AND INTERLAKE AVE N, ,,0,Unknown,,0,0,0,0,0,0,0,2018-09-14T00:00:00.000Z,9/14/2018,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,Y,99.79810359085833,630
110347,-122.33854265018252,47.61218154024858,112348,128840,128840,3477471,Matched,Intersection,29566.0,4TH AVE AND OLIVE WAY,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2011-06-24T00:00:00.000Z,6/24/2011 1:00:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,11175033.0,,71,Same direction -- both turning right -- both moving -- sideswipe,0,0,N,880.7499620406937,185
38732,-122.33306900741623,47.544301721218616,40733,55215,55215,2619716,Matched,Block,,1ST AV S NB OFF RP BETWEEN 1ST AV S BR NB AND EAST MARGINAL WAY S,,,1,Property Damage Only Collision,Other,4,0,0,1,0,0,0,2006-09-10T00:00:00.000Z,9/10/2006 3:42:00 AM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,6253010.0,Y,50,Fixed object,0,0,N,891.8557715173737,789
89404,-122.32783212537565,47.54580372420576,89405,103901,103901,3211259,Matched,Block,,S MICHIGAN ST BETWEEN 5TH AVE S AND 5TH PL S,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2009-12-14T00:00:00.000Z,12/14/2009 7:50:00 AM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,1,Overcast,Dry,Daylight,,9348016.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,540.4476257657166,399
172873,-122.36065382295165,47.68327596074915,169874,217054,217334,3706768,Matched,Intersection,24072.0,3RD AVE NW AND NW 75TH ST, ,,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-04-01T00:00:00.000Z,4/1/2016 5:06:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,201.00071502254667,822
163549,-122.2962122833572,47.612277866442575,161550,199516,199656,E449449,Matched,Block,,M L KING JR WAY BETWEEN E SPRING ST AND E UNION ST, ,,2,Injury Collision,Angles,0,0,0,2,1,0,0,2015-08-04T00:00:00.000Z,8/4/2015 1:46:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,126.66711967161851,348
36797,-122.33846055182656,47.6214562924495,34798,48619,48619,2618267,Matched,Block,,WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST,,,1,Property Damage Only Collision,Left Turn,4,0,0,3,0,0,0,2006-11-20T00:00:00.000Z,11/20/2006 7:00:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Wet,Dark - Street Lights On,,6324042.0,,15,From same direction - one left turn - one straight,0,0,N,877.596015473066,272
23426,-122.28079750609528,47.536239752241926,23427,37615,37615,2059777,Matched,Block,,M L KING JR ER WAY S BETWEEN S OTHELLO ST AND RENTON S AVE S,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2005-12-14T00:00:00.000Z,12/14/2005 10:14:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,5348043.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,157.4819076171105,954
161099,-122.33476231744564,47.525416731012456,163100,203895,204035,E453837,Matched,Block,,1ST AVE S BETWEEN S CLOVERDALE W ST AND 1ST AVS OFF S RP, ,,1,Property Damage Only Collision,Rear Ended,5,0,0,3,0,0,0,2015-08-18T00:00:00.000Z,8/18/2015 4:36:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,Y,14,From same direction - both going straight - one stopped - rear-end,0,0,N,1049.5661320046254,12
14316,-122.32840497592406,47.60451764055054,14317,28070,28070,1785098,Unmatched,Block,,6TH AVE BETWEEN JAMES ST AND CHERRY ST,,,0,Unknown,,0,0,0,0,0,0,0,2004-12-09T00:00:00.000Z,12/9/2004,Mid-Block (but intersection related),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,,,,,,4344019.0,,,,0,0,N,723.311401874132,762
18835,-122.3317981230281,47.60655274573212,18836,33163,33163,1059799,Matched,Intersection,29948.0,5TH AVE AND MADISON ST,,,2,Injury Collision,Angles,2,0,0,2,1,0,0,2005-07-28T00:00:00.000Z,7/28/2005 10:14:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,5209040.0,,10,Entering at angle,0,0,N,693.1846746249913,762
153765,-122.33754001043816,47.60779444958214,153766,186356,186436,3733287,Matched,Block,,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-02-24T00:00:00.000Z,2/24/2015 5:48:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,42166,0,N,983.5242017874408,688
14258,-122.38287369763063,47.558376108798726,14259,27769,27769,1790233,Matched,Block,,40TH AVE SW BETWEEN SW EDMUNDS ST AND SW HUDSON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2004-05-13T00:00:00.000Z,5/13/2004 3:01:00 PM,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4134031.0,,32,One parked--one moving,0,0,N,303.3396160375077,173
11483,-122.26366810472209,47.682124065135184,11484,25423,25423,1774691,Matched,Intersection,24994.0,SAND POINT WAY NE AND NE 74TH ST,,,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,2004-01-23T00:00:00.000Z,1/23/2004 6:02:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Raining,Wet,Dark - Street Lights On,Y,4023035.0,,2,Vehicle turning left hits pedestrian,0,0,N,780.8816455842285,359
186744,-122.38310489183736,47.66508372643037,185745,243285,243785,E637980,Unmatched,Block,,SHILSHOLE AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,NEI,"Not Enough Information, or Insufficient Location Information",0,Unknown,,2,0,0,0,0,0,0,2017-01-26T00:00:00.000Z,1/26/2017,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N,659.600119195452,212
93526,-122.30511861106585,47.55110644238407,93527,107828,107828,3387640,Matched,Intersection,33366.0,22ND AVE S AND S ORCAS ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2010-11-26T00:00:00.000Z,11/26/2010 6:36:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Dark - No Street Lights,,10330001.0,,10,Entering at angle,0,0,N,0.0,525
62294,-122.33506754264307,47.62461728362733,62295,76845,76845,2807554,Matched,Block,,MERCER SR ST BETWEEN BOREN AVE N AND FAIRVIEW N AVE N,,,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2007-01-19T00:00:00.000Z,1/19/2007 11:34:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Overcast,Wet,Daylight,,7019017.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,789.91806562431,717
63119,-122.37732942435998,47.68687373639178,63120,76940,76940,2799038,Matched,Block,,NW 80TH ST BETWEEN 15TH AVE NW AND 16TH AVE NW,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2007-10-26T00:00:00.000Z,10/26/2007 10:56:00 AM,Driveway Junction,14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,7299026.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,207.00716923083806,151
174726,-122.37477371822956,47.696068122291834,175727,226815,227155,3769354,Matched,Block,,NW 92ND ST BETWEEN 14TH AVE NW AND MARY AVE NW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-08-19T00:00:00.000Z,8/19/2016 1:04:00 AM,Driveway Junction,14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,Y,208.06181583520473,675
128334,-122.31736819960587,47.676190496456115,126335,142425,142425,3466593,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 65TH ST AND NE 66TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2012-03-12T00:00:00.000Z,3/12/2012 2:02:00 PM,Mid-Block (not related to intersection),26.0,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Raining,Wet,Daylight,,12072023.0,,50,Fixed object,0,0,N,167.29356211781192,1023
